70 5 [30, 30, 30, 30, 30]
{202.3372, 100.7966, 180.4318, 256.0663, 360.4915, 396.6831, 253.0400, 393.5197, 92.8716, 373.9681, 34.2665, 321.1878, 190.2457, 145.3673, 187.4656, 124.6583, 155.2423, 290.1879, 387.3126, 249.1010, 270.4354, 293.6153, 240.2402, 267.1052, 417.8654, 80.4540, 230.7389, 133.6370, 120.5742, 242.7635, 135.8935, 306.2649, 304.7666, 86.9031, 143.3124, 175.3279, 291.4252, 340.3724, 240.9662, 300.6774, 213.6510, 298.6049, 127.2693, 268.1996, 441.2314, 56.3591, 330.9490, 328.6770, 188.1791, 68.1425, 327.6209, 59.4329, 258.9864, 148.0372, 389.5907, 127.1082, 365.9517, 102.2607, 0.0000, 417.2843, 123.8360, 210.7249, 242.1088, 274.6029, 154.5714, 107.4589, 120.9762, 331.2316, 283.4615, 350.0727, 488.8887}
{283.1962, 401.4160, 241.5348, 183.5457, 120.7620, 282.6164, 164.4240, 46.4555, 423.4774, 47.3180, 384.5491, 109.7568, 228.2485, 527.7708, 385.0813, 292.6267, 327.6838, 312.3139, 524.1113, 168.8248, 174.6799, 124.9971, 467.7182, 160.5527, 165.8325, 441.4179, 234.8779, 291.3605, 300.9569, 491.4009, 374.5405, 485.1148, 114.9985, 437.6747, 321.5630, 442.1989, 402.7461, 86.9419, 491.4133, 560.7558, 311.3241, 503.2210, 339.7266, 488.6323, 371.2309, 464.9951, 486.2179, 245.3488, 285.3668, 352.9268, 91.4426, 364.2783, 213.1349, 364.2454, 30.2576, 290.5881, 171.1607, 392.3123, 417.2843, 0.0000, 370.2723, 249.9144, 203.7038, 371.3900, 360.4602, 312.2803, 447.3384, 210.0821, 274.4268, 466.2522, 280.4189}
{99.9918, 206.6563, 179.4667, 188.1189, 284.2747, 282.5118, 215.2791, 359.6136, 60.2878, 323.2160, 120.2612, 262.1250, 176.4115, 162.5355, 66.6770, 123.7300, 46.2850, 170.3891, 276.0096, 209.1347, 199.4568, 247.9895, 141.0454, 251.6223, 326.9846, 84.6318, 254.4401, 95.5266, 144.4713, 154.0815, 13.8067, 198.4179, 256.3755, 77.3908, 48.7095, 85.5026, 169.1745, 310.6985, 152.9650, 224.3324, 97.1901, 198.1854, 31.6799, 170.0888, 319.2421, 176.4131, 219.3899, 220.8038, 233.9472, 86.2091, 291.5570, 82.1453, 171.8677, 24.2213, 340.2041, 131.9112, 274.6177, 203.8569, 123.8360, 370.2723, 0.0000, 124.6467, 168.8653, 150.8247, 30.9254, 133.5861, 77.5135, 231.9076, 170.9465, 232.4186, 379.8410}
{35.3987, 251.0207, 128.4567, 66.4928, 159.8736, 197.2945, 112.4984, 245.5839, 182.9671, 202.5984, 187.5579, 140.2943, 112.9799, 286.9331, 136.6975, 115.7099, 79.3214, 120.0138, 312.9105, 105.7247, 75.8773, 134.1053, 222.9227, 161.4997, 208.4684, 204.9234, 201.3279, 83.7919, 142.1617, 244.9450, 126.5226, 254.1593, 140.0340, 199.1562, 77.7888, 192.3015, 184.4066, 201.9630, 244.7084, 316.1437, 70.1272, 266.6639, 97.4969, 246.9831, 262.3408, 266.7781, 263.4853, 124.2945, 208.6842, 144.0620, 180.0988, 151.3682, 49.2191, 115.0551, 219.6568, 121.5921, 156.0610, 244.2339, 210.7249, 249.9144, 124.6467, 0.0000, 46.2274, 152.3487, 110.8275, 142.4085, 201.9363, 121.0263, 92.2321, 256.8631, 281.3045}
{80.4244, 266.8408, 120.6334, 20.3252, 119.4100, 193.6910, 75.9708, 200.1073, 225.5384, 156.3860, 215.0597, 94.1655, 101.9518, 330.1045, 182.4723, 130.6879, 124.6263, 143.5859, 348.8110, 69.6090, 30.6774, 89.7701, 267.7512, 128.0058, 177.2099, 246.2335, 182.8371, 108.7815, 153.2724, 290.2976, 171.8018, 295.0514, 94.6552, 241.1285, 120.6803, 238.5280, 220.4300, 158.3900, 290.1306, 361.0990, 112.2644, 309.2541, 139.9235, 290.9592, 269.7317, 296.8346, 302.0756, 120.7406, 201.7113, 173.9886, 135.8678, 183.1298, 32.0902, 160.8613, 173.4468, 134.0977, 126.8565, 259.1122, 242.1088, 203.7038, 168.8653, 46.2274, 0.0000, 187.7764, 156.8578, 157.6013, 246.3784, 104.4753, 107.9505, 291.5140, 264.9373}
{121.3274, 353.0312, 274.4024, 205.6418, 255.9729, 168.7212, 262.5068, 379.6054, 196.0374, 326.6677, 269.1783, 267.0393, 261.7075, 269.3030, 90.5281, 240.3689, 131.5345, 63.2164, 161.1550, 255.8467, 207.1621, 275.4735, 118.0505, 313.1421, 262.7851, 220.7557, 350.7226, 202.6034, 267.2437, 143.8327, 138.8241, 114.2360, 277.8974, 211.7259, 149.2152, 138.6604, 32.6742, 343.9360, 144.8661, 201.1490, 86.0553, 135.0121, 155.9418, 128.1279, 176.7387, 325.9407, 115.6803, 140.2429, 349.2612, 229.7870, 320.7038, 229.1073, 164.6058, 126.7094, 342.6227, 248.4711, 219.6999, 349.0113, 274.6029, 371.3900, 150.8247, 152.3487, 187.7764, 0.0000, 120.4279, 261.1052, 189.7806, 170.7800, 97.7278, 104.5296, 270.0779}
{80.5819, 234.4580, 188.6443, 176.9246, 267.3642, 253.7007, 212.3076, 353.5791, 86.5279, 313.1509, 149.1916, 251.0232, 182.5080, 183.1721, 42.2183, 138.5109, 34.1847, 140.3070, 252.4570, 205.8123, 186.6928, 241.3655, 126.8992, 253.3159, 304.9470, 111.8363, 265.6789, 104.9578, 162.2310, 144.1626, 21.7266, 177.6454, 248.6551, 103.7805, 47.5965, 82.8591, 140.3330, 306.8052, 143.4237, 216.0673, 69.7205, 180.9642, 41.8666, 154.9573, 288.4253, 207.3360, 196.3779, 194.4652, 250.6825, 111.9426, 286.3723, 109.7424, 154.5053, 7.0478, 330.2146, 146.9564, 253.0812, 231.1043, 154.5714, 360.4602, 30.9254, 110.8275, 156.8578, 120.4279, 0.0000, 152.9364, 95.8260, 208.3799, 143.5651, 206.0850, 352.1387}
{152.1748, 109.6353, 72.9924, 166.3120, 268.5050, 339.6983, 149.5698, 286.6100, 151.5636, 270.5539, 73.4579, 222.2609, 84.0478, 240.6983, 195.1211, 27.1684, 130.4666, 252.2371, 405.1649, 146.5517, 181.0906, 190.8250, 274.6254, 159.6654, 333.5656, 157.2661, 130.8412, 61.4053, 13.8931, 286.6894, 146.7453, 330.2925, 202.4598, 158.1165, 112.4396, 216.4179, 287.2583, 233.3807, 285.4325, 355.2840, 179.4771, 331.5858, 111.1129, 303.6744, 401.6583, 152.7260, 349.2747, 266.4913, 101.1545, 57.2787, 221.6392, 68.4848, 182.7536, 149.8036, 285.5292, 23.9766, 284.2750, 102.3288, 107.4589, 312.2803, 133.5861, 142.4085, 157.6013, 261.1052, 152.9364, 0.0000, 183.8566, 259.0358, 232.0665, 356.8403, 420.6433}
{175.2071, 221.0143, 243.8851, 265.6031, 361.1584, 343.8201, 290.0121, 435.2620, 32.6411, 400.3926, 137.9882, 339.5377, 244.5243, 87.4053, 101.2944, 183.4423, 122.8286, 227.8479, 272.4637, 284.1207, 276.9629, 324.2795, 123.0519, 322.5242, 400.7670, 41.7332, 313.5584, 164.3599, 197.0787, 122.3953, 76.2832, 190.9572, 333.0325, 34.1619, 126.0072, 60.1057, 196.0894, 385.3350, 120.5244, 180.4755, 164.4909, 179.9898, 107.6193, 149.5263, 366.3835, 155.4112, 217.5057, 288.9081, 283.5373, 126.8706, 367.0074, 116.6102, 248.4009, 89.7908, 417.3450, 190.5065, 348.8408, 221.4378, 120.9762, 447.3384, 77.5135, 201.9363, 246.3784, 189.7806, 95.8260, 183.8566, 0.0000, 304.1349, 237.3255, 242.4142, 444.1262}
{132.8479, 368.6643, 224.4872, 104.9503, 89.6097, 93.9148, 162.6445, 228.8865, 292.1862, 170.4277, 308.5799, 122.4617, 205.4899, 391.5279, 214.2884, 231.8674, 186.4454, 107.9172, 315.2762, 158.3437, 93.7128, 149.8609, 281.6476, 211.6015, 97.7205, 316.3139, 280.1910, 203.8332, 256.1558, 307.2581, 228.8881, 284.3447, 145.6674, 309.2903, 192.0202, 276.2274, 199.4352, 207.9371, 307.8212, 370.4714, 140.3855, 305.7910, 211.1389, 296.9444, 178.9431, 387.4556, 281.3040, 35.2731, 304.7451, 265.0476, 185.2531, 272.0622, 76.2950, 214.6658, 184.1575, 236.2933, 49.2677, 361.3102, 331.2316, 210.0821, 231.9076, 121.0263, 104.4753, 170.7800, 208.3799, 259.0358, 304.1349, 0.0000, 75.2789, 257.9092, 161.6079}
{82.6411, 338.3395, 219.2394, 121.3329, 158.2499, 113.2299, 183.1645, 285.3032, 229.9331, 230.5396, 266.4881, 172.8428, 202.4954, 324.3430, 142.1588, 206.1507, 129.3716, 38.7552, 251.4506, 177.0697, 118.5882, 187.1399, 206.3689, 235.4226, 171.7076, 255.0475, 288.5032, 171.1711, 233.2089, 231.9910, 165.1288, 211.9638, 187.4988, 247.2130, 140.1601, 203.7586, 128.4094, 253.8516, 232.5664, 295.5502, 73.9502, 232.1338, 156.8656, 222.0202, 170.2499, 339.5087, 211.7997, 51.8981, 300.2592, 222.4453, 230.3689, 226.8467, 77.9303, 150.3955, 246.1138, 212.6339, 124.5118, 332.1952, 283.4615, 274.4268, 170.9465, 92.2321, 107.9505, 97.7278, 143.5651, 232.0665, 237.3255, 75.2789, 0.0000, 193.3312, 208.8956}
{225.2451, 439.0227, 377.1303, 308.7456, 347.0987, 221.1282, 366.7198, 478.6342, 260.5288, 423.4195, 352.1844, 366.1379, 365.2288, 302.3473, 165.7541, 338.5918, 226.6793, 154.6735, 58.1200, 360.0941, 309.0843, 377.8611, 125.4678, 417.5854, 338.2704, 281.5807, 454.0768, 301.4712, 364.5424, 141.2468, 218.7625, 65.0474, 379.4481, 272.6483, 244.7252, 182.3715, 72.7246, 445.8062, 143.2674, 160.4765, 189.4206, 91.4790, 246.7641, 110.3861, 181.9089, 394.8622, 39.8991, 223.4004, 449.6152, 317.7724, 422.4043, 314.5346, 266.6339, 210.7176, 438.6405, 346.9302, 303.7131, 436.2684, 350.0727, 466.2522, 232.4186, 256.8631, 291.5140, 104.5296, 206.0850, 356.8403, 242.4142, 257.9092, 193.3312, 0.0000, 311.0748}
{286.7758, 530.2721, 382.6755, 261.8715, 189.6465, 101.7587, 311.2985, 318.7839, 438.6442, 263.3272, 468.2843, 247.8414, 363.4484, 530.0571, 344.8565, 393.4749, 337.4657, 217.4489, 356.7047, 308.5906, 248.4852, 285.7268, 387.2290, 353.0946, 118.3643, 463.8487, 429.7397, 364.8500, 417.6119, 412.5895, 373.8000, 362.5466, 277.0724, 455.9104, 346.4539, 403.5256, 285.0410, 322.5891, 413.8124, 460.8540, 282.7781, 389.1929, 364.3381, 392.2483, 139.4166, 545.2433, 347.2777, 160.3813, 460.7865, 424.3323, 304.8475, 430.4719, 237.8945, 359.0439, 268.3998, 397.8481, 146.5158, 522.9079, 488.8887, 280.4189, 379.8410, 281.3045, 264.9373, 270.0779, 352.1387, 420.6433, 444.1262, 161.6079, 208.8956, 311.0748, 0.0000}
]
