dataset_family,landscape_id,selection_id,V,geographic_regime,replicate,inventory_regime,local_imbalance_level,seed,source_station_row_indices,total_initial_inventory,total_target_inventory,station_inventory_minus_target,local_l1_imbalance,surplus_station_count,deficit_station_count,landscape_path,landscape_file_sha256,mapping_path,capacity_sha256,coordinate_sha256,instance_id,M,Q,complete_Q_vector,instance_path,instance_file_sha256,parser_format,distance_convention,scenario_id,T_seconds,pickup_seconds,drop_seconds,lambda,mathematical_scenario_identity_sha256,future_k1_am_sf_command,future_p_grb_command
citibike443-regional-v1,cb443_V50_regional_r2_shortage,cb443_V50_regional_r2,50,regional,2,shortage,high,1163278769,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,484,550,-66,326,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_shortage.json,25b9930e730e2cf7391a7d4dda1d04a7dcaf08568f6076554010e8e6ac4b4166,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_shortage_M07_Q30,7,30,"[30,30,30,30,30,30,30]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_shortage_M07_Q30.txt,bfdc4a4d5e442cc474bed4d823364af4fdd9d0324957a45bb8ba575a93139eab,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_shortage_M07_Q30_T18000,18000,60.0,60.0,0.15,a36e5df4ef4df0ce68500ed636e66cd28329b6d0a3e135e1e01ddeb986db249e,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_shortage_M07_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_shortage_M07_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M04_Q20,4,20,"[20,20,20,20]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt,186f079f37ad01a80b203f180c8fc42a785b4b83942e7081f918fffc920c3186,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M04_Q20_T01800,1800,60.0,60.0,0.15,258b46d1fa9125c1ed9dcb3b181db808d3c4248a443305091d3fa69056355af8,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M04_Q20,4,20,"[20,20,20,20]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt,186f079f37ad01a80b203f180c8fc42a785b4b83942e7081f918fffc920c3186,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M04_Q20_T03600,3600,60.0,60.0,0.15,55c34a62b90be89c6d254b2c912298b72af03ccdf44bc9469a9e25e04811264e,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M04_Q20,4,20,"[20,20,20,20]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt,186f079f37ad01a80b203f180c8fc42a785b4b83942e7081f918fffc920c3186,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M04_Q20_T10800,10800,60.0,60.0,0.15,84dc2dff4253502c3cff571dd5c7b11e8e382e420631604fa3480223fc9b175c,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M04_Q20,4,20,"[20,20,20,20]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt,186f079f37ad01a80b203f180c8fc42a785b4b83942e7081f918fffc920c3186,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M04_Q20_T18000,18000,60.0,60.0,0.15,0393960d1ab0ce074576fd3a838bcabf795e2d4b73cacb08cdd2a36795f94937,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M04_Q30,4,30,"[30,30,30,30]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt,9b5b87de432d03d01adb39404e2492260e36612a62702db9dbab98aac3c8808a,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M04_Q30_T01800,1800,60.0,60.0,0.15,3e8f176476fccdc22f6879d1f318a2ddde7db90c2b904921c5746de05f395e6f,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M04_Q30,4,30,"[30,30,30,30]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt,9b5b87de432d03d01adb39404e2492260e36612a62702db9dbab98aac3c8808a,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M04_Q30_T03600,3600,60.0,60.0,0.15,335d91ad031c21af98b2371f2168d11d5cc9f8d102d6da14fff8ce551dce8b32,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M04_Q30,4,30,"[30,30,30,30]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt,9b5b87de432d03d01adb39404e2492260e36612a62702db9dbab98aac3c8808a,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M04_Q30_T10800,10800,60.0,60.0,0.15,6b0d097908d6b476b099a0d8f5bbb9c6c77dbf665aa274712fa69258df5f159e,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M04_Q30,4,30,"[30,30,30,30]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt,9b5b87de432d03d01adb39404e2492260e36612a62702db9dbab98aac3c8808a,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M04_Q30_T18000,18000,60.0,60.0,0.15,3140b6f09d02a7ee88ffecc6dc292fbafb034037dd23ecbf9df2b0ad5d0223fe,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M04_Q30.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M07_Q20,7,20,"[20,20,20,20,20,20,20]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt,865b507eba3f383463a9e3799cbc560792c611e2322eca37957bdac8a49fc846,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M07_Q20_T01800,1800,60.0,60.0,0.15,acdb04457a523d82c652a1df3122626996359c4c4c1e143baf3734502527110c,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M07_Q20,7,20,"[20,20,20,20,20,20,20]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt,865b507eba3f383463a9e3799cbc560792c611e2322eca37957bdac8a49fc846,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M07_Q20_T03600,3600,60.0,60.0,0.15,76513e31a27c2c973cbbc86ae7b600537757ff7be5f5a95ad27572468698f639,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt --lambda 0.15 --T 3600 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M07_Q20,7,20,"[20,20,20,20,20,20,20]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt,865b507eba3f383463a9e3799cbc560792c611e2322eca37957bdac8a49fc846,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M07_Q20_T10800,10800,60.0,60.0,0.15,6fe98fbd747524dbacfea072db4f50991db0bfe107633ebf6ec047954c6cffd6,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt --lambda 0.15 --T 10800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M07_Q20,7,20,"[20,20,20,20,20,20,20]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt,865b507eba3f383463a9e3799cbc560792c611e2322eca37957bdac8a49fc846,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M07_Q20_T18000,18000,60.0,60.0,0.15,7a97ef77233413d6bb1c1d7d21f3866b7ebff3823ed4f7c89861c40ba734c9be,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q20.txt --lambda 0.15 --T 18000 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
citibike443-regional-v1,cb443_V50_regional_r2_balanced,cb443_V50_regional_r2,50,regional,2,balanced,moderate,563352467,118;215;288;37;275;91;189;133;219;254;297;153;71;151;87;49;172;200;257;115;123;57;243;175;209;149;234;120;276;294;286;106;161;224;86;213;67;253;135;263;295;190;182;152;163;63;246;47;48;93,550,550,0,192,25,25,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_balanced.json,af9cd62158e610950a7f9e91332342e8098776c768b415f1be870e5212feafe9,reference/citibike443-regional-v1/mappings/V50/cb443_V50_regional_r2_source_mapping.csv,92ca9b05e66d1425bbc801be2dd9c0776b1a9707e62a60b821d941aa98625ae1,c5fd892cc82e07332d4796edb0527182d9c60883acc9b87a5410dab569f990d1,cb443_V50_regional_r2_balanced_M07_Q30,7,30,"[30,30,30,30,30,30,30]",reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q30.txt,7837f6c06daa0e0d1156b6984a4257bd0f274058988b87020009e3eb9bf265ed,ExactEBRP Hybrid-GA-compatible text; points-authoritative,"Euclidean serialized UTM meters / 1.5 m/s, rebuilt by Parser.cpp",cb443_V50_regional_r2_balanced_M07_Q30_T01800,1800,60.0,60.0,0.15,aacb191c9b023b45eb145c5edcd7897aa6b06ce7bf4bf25ee843046e239eef76,build/ExactEBRP.exe --method tailored --algorithm-preset paper-k1-am-sf --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --mip-threads 1 --out <result.json>,build/ExactEBRP.exe --method gurobi --plain-baseline --input reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_balanced_M07_Q30.txt --lambda 0.15 --T 1800 --time-limit <solver-seconds> --threads 1 --gurobi-threads 1 --out <result.json>
